"","AGEG","STATE","SEX","IMPRACE","METSD","Freq","YEAR"
"10772","25-34","13","Female","NH Other","No",16969.2202403598,2013
"10773","35-44","13","Female","NH Other","No",12054.5271210207,2013
"10774","45-54","13","Female","NH Other","No",7789.67898697246,2013
"10775","55-64","13","Female","NH Other","No",5378.19758047663,2013
"10776",">65","13","Female","NH Other","No",1746.60473984889,2013
"10777","18-24","15","Female","NH Other","No",22411.3441878502,2013
"10778","25-34","15","Female","NH Other","No",28684.2821875147,2013
"10779","35-44","15","Female","NH Other","No",20868.8519557083,2013
"10780","45-54","15","Female","NH Other","No",17561.8749597139,2013
"10781","55-64","15","Female","NH Other","No",12903.7001750026,2013
"10782",">65","15","Female","NH Other","No",11678.1690717104,2013
"10783","18-24","16","Female","NH Other","No",504.954742723555,2013
"10784","25-34","16","Female","NH Other","No",1342.59221761897,2013
"10785","35-44","16","Female","NH Other","No",2492.01108180984,2013
"10786","45-54","16","Female","NH Other","No",724.813689310239,2013
"10787","55-64","16","Female","NH Other","No",1224.69766840067,2013
"10788",">65","16","Female","NH Other","No",1285.00372429571,2013
"10789","18-24","17","Female","NH Other","No",13784.9117938789,2013
"10790","25-34","17","Female","NH Other","No",18163.9680325565,2013
"10791","35-44","17","Female","NH Other","No",10421.06407314,2013
"10792","45-54","17","Female","NH Other","No",9321.89424696044,2013
"10793","55-64","17","Female","NH Other","No",5304.05713821653,2013
"10794",">65","17","Female","NH Other","No",6065.71073783993,2013
"10795","18-24","18","Female","NH Other","No",7586.65284713342,2013
"10796","25-34","18","Female","NH Other","No",2813.39848104196,2013
"10797","35-44","18","Female","NH Other","No",2570.62318976541,2013
"10798","45-54","18","Female","NH Other","No",3922.00559564602,2013
"10799","55-64","18","Female","NH Other","No",2121.17784483612,2013
"10800",">65","18","Female","NH Other","No",2325.64602939409,2013
"10801","18-24","19","Female","NH Other","No",4171.68061605486,2013
"10802","25-34","19","Female","NH Other","No",3392.94763623118,2013
"10803","35-44","19","Female","NH Other","No",1496.16374449144,2013
"10804","45-54","19","Female","NH Other","No",501.771057346534,2013
"10805","55-64","19","Female","NH Other","No",955.382796236709,2013
"10806",">65","19","Female","NH Other","No",972.556538337868,2013
"10807","18-24","20","Female","NH Other","No",4703.62884754793,2013
"10808","25-34","20","Female","NH Other","No",5422.96881875003,2013
"10809","35-44","20","Female","NH Other","No",2369.71313526473,2013
"10810","45-54","20","Female","NH Other","No",2103.9910104158,2013
"10811","55-64","20","Female","NH Other","No",1383.39836943135,2013
"10812",">65","20","Female","NH Other","No",1498.03109500722,2013
"10813","18-24","21","Female","NH Other","No",2311.48960030213,2013
"10814","25-34","21","Female","NH Other","No",5635.18009433625,2013
"10815","35-44","21","Female","NH Other","No",3271.61547777298,2013
"10816","45-54","21","Female","NH Other","No",1244.33933940422,2013
"10817","55-64","21","Female","NH Other","No",692.327674751298,2013
"10818",">65","21","Female","NH Other","No",2397.79096446812,2013
"10819","18-24","22","Female","NH Other","No",2202.05329897462,2013
"10820","25-34","22","Female","NH Other","No",3104.57471842828,2013
"10821","35-44","22","Female","NH Other","No",4961.44701952512,2013
"10822","45-54","22","Female","NH Other","No",2424.98529738898,2013
"10823","55-64","22","Female","NH Other","No",693.773754725731,2013
"10824",">65","22","Female","NH Other","No",1503.24081039463,2013
"10825","18-24","23","Female","NH Other","No",1835.64120909049,2013
"10826","25-34","23","Female","NH Other","No",1664.2502266829,2013
"10827","35-44","23","Female","NH Other","No",40.5475989067418,2013
"10828","45-54","23","Female","NH Other","No",421.940666670495,2013
"10829","55-64","23","Female","NH Other","No",928.567877888171,2013
"10830",">65","23","Female","NH Other","No",1765.24754516342,2013
"10831","18-24","24","Female","NH Other","No",2240.0226235554,2013
"10832","25-34","24","Female","NH Other","No",5349.33268617633,2013
"10833","35-44","24","Female","NH Other","No",6509.18691448546,2013
"10834","45-54","24","Female","NH Other","No",5124.02683401048,2013
"10835","55-64","24","Female","NH Other","No",5255.23979698801,2013
"10836",">65","24","Female","NH Other","No",4296.53516047033,2013
"10837","18-24","25","Female","NH Other","No",11006.468356867,2013
"10838","25-34","25","Female","NH Other","No",12087.390712831,2013
"10839","35-44","25","Female","NH Other","No",13488.5704824893,2013
"10840","45-54","25","Female","NH Other","No",7841.97140513956,2013
"10841","55-64","25","Female","NH Other","No",7860.42255172787,2013
"10842",">65","25","Female","NH Other","No",7883.97657771502,2013
"10843","18-24","26","Female","NH Other","No",9696.45657929436,2013
"10844","25-34","26","Female","NH Other","No",8080.97349061142,2013
"10845","35-44","26","Female","NH Other","No",8620.37815946735,2013
"10846","45-54","26","Female","NH Other","No",7265.41952148346,2013
"10847","55-64","26","Female","NH Other","No",7440.91218051701,2013
"10848",">65","26","Female","NH Other","No",3265.10521080973,2013
"10849","18-24","27","Female","NH Other","No",2754.50455642599,2013
"10850","25-34","27","Female","NH Other","No",6303.29371183299,2013
"10851","35-44","27","Female","NH Other","No",3478.35592222706,2013
"10852","45-54","27","Female","NH Other","No",2027.06285367857,2013
"10853","55-64","27","Female","NH Other","No",2113.34787460805,2013
"10854",">65","27","Female","NH Other","No",4138.05980887044,2013
"10855","18-24","28","Female","NH Other","No",3551.32475289396,2013
"10856","25-34","28","Female","NH Other","No",398.457467928704,2013
"10857","35-44","28","Female","NH Other","No",2655.78291782583,2013
"10858","45-54","28","Female","NH Other","No",3741.42879881903,2013
"10859","55-64","28","Female","NH Other","No",1868.97602976613,2013
"10860",">65","28","Female","NH Other","No",1249.33974665996,2013
"10861","18-24","29","Female","NH Other","No",9431.6373597546,2013
"10862","25-34","29","Female","NH Other","No",3834.59795981021,2013
"10863","35-44","29","Female","NH Other","No",3889.88606061385,2013
"10864","45-54","29","Female","NH Other","No",3135.91928501936,2013
"10865","55-64","29","Female","NH Other","No",3895.49085166474,2013
"10866",">65","29","Female","NH Other","No",2513.44727091932,2013
"10867","18-24","30","Female","NH Other","No",856.498748675516,2013
"10868","25-34","30","Female","NH Other","No",900.947257897836,2013
"10869","35-44","30","Female","NH Other","No",1159.17744694716,2013
"10870","45-54","30","Female","NH Other","No",434.1866343069,2013
"10871","55-64","30","Female","NH Other","No",838.928373091308,2013
"10872",">65","30","Female","NH Other","No",863.635418662214,2013
"10873","18-24","31","Female","NH Other","No",2826.51784889659,2013
"10874","25-34","31","Female","NH Other","No",1841.2133499892,2013
"10875","35-44","31","Female","NH Other","No",1753.52291074685,2013
"10876","45-54","31","Female","NH Other","No",2543.3144840763,2013
"10877","55-64","31","Female","NH Other","No",795.794651748567,2013
"10878",">65","31","Female","NH Other","No",967.014837881332,2013
"10879","18-24","32","Female","NH Other","No",5600.53259798567,2013
"10880","25-34","32","Female","NH Other","No",5101.83464035951,2013
"10881","35-44","32","Female","NH Other","No",3955.34983945948,2013
"10882","45-54","32","Female","NH Other","No",3431.0277022376,2013
"10883","55-64","32","Female","NH Other","No",3911.67263419277,2013
"10884",">65","32","Female","NH Other","No",2580.96244279955,2013
"10885","18-24","33","Female","NH Other","No",4787.43887662536,2013
"10886","25-34","33","Female","NH Other","No",1139.71947745527,2013
"10887","35-44","33","Female","NH Other","No",1467.94013059394,2013
"10888","45-54","33","Female","NH Other","No",2149.72581745014,2013
"10889","55-64","33","Female","NH Other","No",1536.8702238287,2013
"10890",">65","33","Female","NH Other","No",1553.60808975757,2013
"10891","18-24","34","Female","NH Other","No",6505.30209335376,2013
"10892","25-34","34","Female","NH Other","No",5715.0746706318,2013
"10893","35-44","34","Female","NH Other","No",7631.52745133014,2013
"10894","45-54","34","Female","NH Other","No",8800.8977274652,2013
"10895","55-64","34","Female","NH Other","No",3808.86936995485,2013
"10896",">65","34","Female","NH Other","No",8773.04076764864,2013
"10897","18-24","35","Female","NH Other","No",5525.1087126838,2013
"10898","25-34","35","Female","NH Other","No",2009.5752692098,2013
"10899","35-44","35","Female","NH Other","No",1853.0745766358,2013
"10900","45-54","35","Female","NH Other","No",1140.67120503776,2013
"10901","55-64","35","Female","NH Other","No",2722.60712907384,2013
"10902",">65","35","Female","NH Other","No",1424.02879637106,2013
"10903","18-24","36","Female","NH Other","No",19688.6086176502,2013
"10904","25-34","36","Female","NH Other","No",19256.8688254108,2013
"10905","35-44","36","Female","NH Other","No",16359.8466894216,2013
"10906","45-54","36","Female","NH Other","No",17399.0644320389,2013
"10907","55-64","36","Female","NH Other","No",13888.0237950507,2013
"10908",">65","36","Female","NH Other","No",11770.4906730923,2013
"10909","18-24","37","Female","NH Other","No",19977.297104651,2013
"10910","25-34","37","Female","NH Other","No",12525.6291808324,2013
"10911","35-44","37","Female","NH Other","No",4741.9860297235,2013
"10912","45-54","37","Female","NH Other","No",3755.29450221334,2013
"10913","55-64","37","Female","NH Other","No",10078.8129677712,2013
"10914",">65","37","Female","NH Other","No",3909.24842688485,2013
"10915","18-24","38","Female","NH Other","No",386.398058640274,2013
"10916","25-34","38","Female","NH Other","No",1296.86211286891,2013
"10917","35-44","38","Female","NH Other","No",97.3224511108966,2013
"10918","45-54","38","Female","NH Other","No",1201.6890259843,2013
"10919","55-64","38","Female","NH Other","No",314.810069352756,2013
"10920",">65","38","Female","NH Other","No",556.321178325856,2013
"10921","18-24","39","Female","NH Other","No",20184.5591924967,2013
"10922","25-34","39","Female","NH Other","No",10596.9514436768,2013
"10923","35-44","39","Female","NH Other","No",7491.14216832754,2013
"10924","45-54","39","Female","NH Other","No",5483.27399853876,2013
"10925","55-64","39","Female","NH Other","No",6205.44764381321,2013
"10926",">65","39","Female","NH Other","No",5190.15660356973,2013
"10927","18-24","40","Female","NH Other","No",11832.6069338832,2013
"10928","25-34","40","Female","NH Other","No",10236.1929037999,2013
"10929","35-44","40","Female","NH Other","No",12527.5604617343,2013
"10930","45-54","40","Female","NH Other","No",9770.11013305941,2013
"10931","55-64","40","Female","NH Other","No",4758.31595046823,2013
"10932",">65","40","Female","NH Other","No",6758.00031912243,2013
"10933","18-24","41","Female","NH Other","No",9713.83514756348,2013
"10934","25-34","41","Female","NH Other","No",9336.69741426986,2013
"10935","35-44","41","Female","NH Other","No",5277.15194714272,2013
"10936","45-54","41","Female","NH Other","No",5953.94645347469,2013
"10937","55-64","41","Female","NH Other","No",4706.37582625496,2013
"10938",">65","41","Female","NH Other","No",5057.50517021573,2013
"10939","18-24","42","Female","NH Other","No",13875.3991867985,2013
"10940","25-34","42","Female","NH Other","No",14147.0877528263,2013
"10941","35-44","42","Female","NH Other","No",11960.5649735696,2013
"10942","45-54","42","Female","NH Other","No",7454.59490893838,2013
"10943","55-64","42","Female","NH Other","No",3792.17009101216,2013
"10944",">65","42","Female","NH Other","No",1531.43471918593,2013
"10945","18-24","44","Female","NH Other","No",782.274548036462,2013
"10946","25-34","44","Female","NH Other","No",2319.13612807449,2013
"10947","35-44","44","Female","NH Other","No",1747.28390116726,2013
"10948","45-54","44","Female","NH Other","No",743.955552933547,2013
"10949","55-64","44","Female","NH Other","No",484.864703725932,2013
"10950",">65","44","Female","NH Other","No",1500.18126568143,2013
"10951","18-24","45","Female","NH Other","No",5599.9487411684,2013
"10952","25-34","45","Female","NH Other","No",7886.02343480879,2013
"10953","35-44","45","Female","NH Other","No",2020.15419126792,2013
"10954","45-54","45","Female","NH Other","No",4401.81736256662,2013
"10955","55-64","45","Female","NH Other","No",1033.17290331656,2013
"10956",">65","45","Female","NH Other","No",4168.63044404915,2013
"10957","18-24","46","Female","NH Other","No",1203.30595786246,2013
"10958","25-34","46","Female","NH Other","No",673.583401153456,2013
"10959","35-44","46","Female","NH Other","No",941.123510266489,2013
"10960","45-54","46","Female","NH Other","No",311.215202844921,2013
"10961","55-64","46","Female","NH Other","No",117.109197635314,2013
"10962",">65","46","Female","NH Other","No",88.0095676837067,2013
"10963","18-24","47","Female","NH Other","No",14250.0017919668,2013
"10964","25-34","47","Female","NH Other","No",18676.6072823544,2013
"10965","35-44","47","Female","NH Other","No",12856.6763361465,2013
"10966","45-54","47","Female","NH Other","No",8556.22231172033,2013
"10967","55-64","47","Female","NH Other","No",8585.60296517368,2013
"10968",">65","47","Female","NH Other","No",3699.93456908275,2013
"10969","18-24","48","Female","NH Other","No",78690.5286599418,2013
"10970","25-34","48","Female","NH Other","No",57334.7472752147,2013
"10971","35-44","48","Female","NH Other","No",22063.988526078,2013
"10972","45-54","48","Female","NH Other","No",13951.3704918924,2013
"10973","55-64","48","Female","NH Other","No",9204.6903108081,2013
"10974",">65","48","Female","NH Other","No",5507.59907209572,2013
"10975","18-24","49","Female","NH Other","No",7087.10141258957,2013
"10976","25-34","49","Female","NH Other","No",7221.24545301438,2013
"10977","35-44","49","Female","NH Other","No",3923.98065742962,2013
"10978","45-54","49","Female","NH Other","No",1301.76513458767,2013
"10979","55-64","49","Female","NH Other","No",1485.91762620923,2013
"10980",">65","49","Female","NH Other","No",1511.88029418407,2013
"10981","18-24","50","Female","NH Other","No",332.031709892124,2013
"10982","25-34","50","Female","NH Other","No",833.891076565847,2013
"10983","35-44","50","Female","NH Other","No",345.737355574953,2013
"10984","45-54","50","Female","NH Other","No",500.603657638693,2013
"10985","55-64","50","Female","NH Other","No",330.606016051784,2013
"10986",">65","50","Female","NH Other","No",396.384343618291,2013
"10987","18-24","51","Female","NH Other","No",9735.86698031698,2013
"10988","25-34","51","Female","NH Other","No",12618.8777349,2013
"10989","35-44","51","Female","NH Other","No",5681.82792621737,2013
"10990","45-54","51","Female","NH Other","No",5128.29996722251,2013
"10991","55-64","51","Female","NH Other","No",5778.61428362038,2013
"10992",">65","51","Female","NH Other","No",4326.89336652958,2013
"10993","18-24","53","Female","NH Other","No",18951.8635261942,2013
"10994","25-34","53","Female","NH Other","No",22317.5160933732,2013
"10995","35-44","53","Female","NH Other","No",13255.9656999809,2013
"10996","45-54","53","Female","NH Other","No",7659.14684451788,2013
"10997","55-64","53","Female","NH Other","No",8702.58560156596,2013
"10998",">65","53","Female","NH Other","No",8075.61290728287,2013
"10999","18-24","54","Female","NH Other","No",1014.30722255747,2013
"11000","25-34","54","Female","NH Other","No",531.728016531733,2013
"11001","35-44","54","Female","NH Other","No",414.719644229057,2013
"11002","45-54","54","Female","NH Other","No",1051.96675267484,2013
"11003","55-64","54","Female","NH Other","No",747.369053258993,2013
"11004",">65","54","Female","NH Other","No",985.107061385154,2013
"11005","18-24","55","Female","NH Other","No",118.400110622158,2013
"11006","25-34","55","Female","NH Other","No",4750.35570091416,2013
"11007","35-44","55","Female","NH Other","No",685.524673955759,2013
"11008","45-54","55","Female","NH Other","No",147.559160976919,2013
"11009","55-64","55","Female","NH Other","No",4589.51594399347,2013
"11010",">65","55","Female","NH Other","No",692.14599886333,2013
"11011","18-24","56","Female","NH Other","No",87.4474858457811,2013
"11012","25-34","56","Female","NH Other","No",774.441183101366,2013
"11013","35-44","56","Female","NH Other","No",78.4139495907844,2013
"11014","45-54","56","Female","NH Other","No",365.720521280479,2013
"11015","55-64","56","Female","NH Other","No",588.987136460004,2013
"11016",">65","56","Female","NH Other","No",326.857207778943,2013
"11017","18-24","1","Male","NH White","Yes",0,2013
"11018","25-34","1","Male","NH White","Yes",15061.4161004253,2013
"11019","35-44","1","Male","NH White","Yes",28968.9732702462,2013
"11020","45-54","1","Male","NH White","Yes",62705.6310853887,2013
"11021","55-64","1","Male","NH White","Yes",90446.9301953351,2013
"11022",">65","1","Male","NH White","Yes",110961.382994681,2013
"11023","18-24","2","Male","NH White","Yes",137.574343643757,2013
"11024","25-34","2","Male","NH White","Yes",1870.35981176123,2013
"11025","35-44","2","Male","NH White","Yes",3495.04472285442,2013
"11026","45-54","2","Male","NH White","Yes",7431.51997766589,2013
"11027","55-64","2","Male","NH White","Yes",10936.0691710792,2013
"11028",">65","2","Male","NH White","Yes",8769.49904153702,2013
"11029","18-24","4","Male","NH White","Yes",0,2013
"11030","25-34","4","Male","NH White","Yes",1763.83026149337,2013
"11031","35-44","4","Male","NH White","Yes",19608.4861462106,2013
"11032","45-54","4","Male","NH White","Yes",47639.7189635094,2013
"11033","55-64","4","Male","NH White","Yes",60730.3139757542,2013
"11034",">65","4","Male","NH White","Yes",146272.52296198,2013
"11035","18-24","5","Male","NH White","Yes",3580.91316458265,2013
"11036","25-34","5","Male","NH White","Yes",3516.57201886929,2013
"11037","35-44","5","Male","NH White","Yes",22719.506661467,2013
"11038","45-54","5","Male","NH White","Yes",32563.7882540484,2013
"11039","55-64","5","Male","NH White","Yes",55746.6248658218,2013
"11040",">65","5","Male","NH White","Yes",71777.4050963537,2013
"11041","18-24","6","Male","NH White","Yes",5754.89214653064,2013
"11042","25-34","6","Male","NH White","Yes",44137.3643664945,2013
"11043","35-44","6","Male","NH White","Yes",66959.0159590591,2013
"11044","45-54","6","Male","NH White","Yes",204258.238234746,2013
"11045","55-64","6","Male","NH White","Yes",261858.981963568,2013
"11046",">65","6","Male","NH White","Yes",474016.44675408,2013
"11047","18-24","8","Male","NH White","Yes",1487.1502278078,2013
"11048","25-34","8","Male","NH White","Yes",10547.730136225,2013
"11049","35-44","8","Male","NH White","Yes",20703.7200930709,2013
"11050","45-54","8","Male","NH White","Yes",35502.491796204,2013
"11051","55-64","8","Male","NH White","Yes",61957.5586724053,2013
"11052",">65","8","Male","NH White","Yes",81490.5998194228,2013
"11053","18-24","9","Male","NH White","Yes",1745.53061429575,2013
"11054","25-34","9","Male","NH White","Yes",5393.50218787679,2013
"11055","35-44","9","Male","NH White","Yes",14508.7275161047,2013
"11056","45-54","9","Male","NH White","Yes",33551.5069933049,2013
"11057","55-64","9","Male","NH White","Yes",52173.8952765561,2013
"11058",">65","9","Male","NH White","Yes",82804.4015294808,2013
"11059","18-24","10","Male","NH White","Yes",130.902294633081,2013
"11060","25-34","10","Male","NH White","Yes",1058.21212403663,2013
"11061","35-44","10","Male","NH White","Yes",4355.48790515472,2013
"11062","45-54","10","Male","NH White","Yes",11119.5243199157,2013
"11063","55-64","10","Male","NH White","Yes",13755.9719070705,2013
"11064",">65","10","Male","NH White","Yes",22382.460718419,2013
"11065","18-24","11","Male","NH White","Yes",211.222343230714,2013
"11066","25-34","11","Male","NH White","Yes",1099.95147972395,2013
"11067","35-44","11","Male","NH White","Yes",1145.4055663404,2013
"11068","45-54","11","Male","NH White","Yes",1117.11185269828,2013
"11069","55-64","11","Male","NH White","Yes",2408.53294173478,2013
"11070",">65","11","Male","NH White","Yes",3930.82381731572,2013
"11071","18-24","12","Male","NH White","Yes",6305.47636988896,2013
"11072","25-34","12","Male","NH White","Yes",21505.1580863511,2013
"11073","35-44","12","Male","NH White","Yes",66011.6621059836,2013
"11074","45-54","12","Male","NH White","Yes",191852.606571811,2013
"11075","55-64","12","Male","NH White","Yes",262267.858370224,2013
"11076",">65","12","Male","NH White","Yes",522782.554100039,2013
"11077","18-24","13","Male","NH White","Yes",0,2013
"11078","25-34","13","Male","NH White","Yes",9371.35512450569,2013
"11079","35-44","13","Male","NH White","Yes",51282.3369582566,2013
"11080","45-54","13","Male","NH White","Yes",82892.2701622701,2013
"11081","55-64","13","Male","NH White","Yes",121070.608410307,2013
"11082",">65","13","Male","NH White","Yes",146624.330109782,2013
"11083","18-24","15","Male","NH White","Yes",0,2013
"11084","25-34","15","Male","NH White","Yes",826.231485145067,2013
"11085","35-44","15","Male","NH White","Yes",842.313919474013,2013
"11086","45-54","15","Male","NH White","Yes",2168.63832689719,2013
"11087","55-64","15","Male","NH White","Yes",4401.1489139036,2013
"11088",">65","15","Male","NH White","Yes",8470.72751197023,2013
"11089","18-24","16","Male","NH White","Yes",1763.16701104788,2013
"11090","25-34","16","Male","NH White","Yes",1065.88283878181,2013
"11091","35-44","16","Male","NH White","Yes",7128.48042306784,2013
"11092","45-54","16","Male","NH White","Yes",17328.1937462756,2013
"11093","55-64","16","Male","NH White","Yes",28939.2455194358,2013
"11094",">65","16","Male","NH White","Yes",36240.8121885637,2013
"11095","18-24","17","Male","NH White","Yes",2431.81443350119,2013
"11096","25-34","17","Male","NH White","Yes",28001.7069690029,2013
"11097","35-44","17","Male","NH White","Yes",24556.5631020216,2013
"11098","45-54","17","Male","NH White","Yes",133162.129954127,2013
"11099","55-64","17","Male","NH White","Yes",174387.078632989,2013
"11100",">65","17","Male","NH White","Yes",200608.880716003,2013
"11101","18-24","18","Male","NH White","Yes",1005.50076507215,2013
"11102","25-34","18","Male","NH White","Yes",17720.6627287601,2013
"11103","35-44","18","Male","NH White","Yes",32801.299893937,2013
"11104","45-54","18","Male","NH White","Yes",83832.0145427253,2013
"11105","55-64","18","Male","NH White","Yes",118222.076398865,2013
"11106",">65","18","Male","NH White","Yes",161904.48973796,2013
"11107","18-24","19","Male","NH White","Yes",2464.37380882776,2013
"11108","25-34","19","Male","NH White","Yes",6228.04509970718,2013
"11109","35-44","19","Male","NH White","Yes",16352.3860729497,2013
"11110","45-54","19","Male","NH White","Yes",41077.4375795392,2013
"11111","55-64","19","Male","NH White","Yes",56482.9134600795,2013
"11112",">65","19","Male","NH White","Yes",83704.8189109823,2013
"11113","18-24","20","Male","NH White","Yes",2078.34946600428,2013
"11114","25-34","20","Male","NH White","Yes",4838.61841985331,2013
"11115","35-44","20","Male","NH White","Yes",12444.4087611837,2013
"11116","45-54","20","Male","NH White","Yes",28100.1558713685,2013
"11117","55-64","20","Male","NH White","Yes",45602.7484398543,2013
"11118",">65","20","Male","NH White","Yes",60774.0574033237,2013
"11119","18-24","21","Male","NH White","Yes",198.768736676017,2013
"11120","25-34","21","Male","NH White","Yes",11934.8727337041,2013
"11121","35-44","21","Male","NH White","Yes",37557.7134101605,2013
"11122","45-54","21","Male","NH White","Yes",56801.115492094,2013
"11123","55-64","21","Male","NH White","Yes",102196.773092887,2013
"11124",">65","21","Male","NH White","Yes",110057.304742097,2013
"11125","18-24","22","Male","NH White","Yes",1954.88640076682,2013
"11126","25-34","22","Male","NH White","Yes",17314.9747333426,2013
"11127","35-44","22","Male","NH White","Yes",21680.6651452655,2013
"11128","45-54","22","Male","NH White","Yes",51843.8414508026,2013
"11129","55-64","22","Male","NH White","Yes",69531.8978491741,2013
"11130",">65","22","Male","NH White","Yes",76865.2813205544,2013
"11131","18-24","23","Male","NH White","Yes",787.005942304285,2013
"11132","25-34","23","Male","NH White","Yes",2530.56992463429,2013
"11133","35-44","23","Male","NH White","Yes",6717.67443149888,2013
"11134","45-54","23","Male","NH White","Yes",22145.5571389048,2013
"11135","55-64","23","Male","NH White","Yes",28764.2312314207,2013
"11136",">65","23","Male","NH White","Yes",37578.2889625611,2013
"11137","18-24","24","Male","NH White","Yes",580.9886302376,2013
"11138","25-34","24","Male","NH White","Yes",9447.26941934465,2013
"11139","35-44","24","Male","NH White","Yes",15398.9647822489,2013
"11140","45-54","24","Male","NH White","Yes",48272.9676818641,2013
"11141","55-64","24","Male","NH White","Yes",68201.9611886708,2013
"11142",">65","24","Male","NH White","Yes",89026.9463874279,2013
"11143","18-24","25","Male","NH White","Yes",5867.532408502,2013
"11144","25-34","25","Male","NH White","Yes",20263.6713361499,2013
"11145","35-44","25","Male","NH White","Yes",17050.8631321456,2013
"11146","45-54","25","Male","NH White","Yes",71847.6260578337,2013
"11147","55-64","25","Male","NH White","Yes",96080.3135596237,2013
"11148",">65","25","Male","NH White","Yes",135294.27701696,2013
"11149","18-24","26","Male","NH White","Yes",4961.75719319413,2013
"11150","25-34","26","Male","NH White","Yes",13244.0085445102,2013
"11151","35-44","26","Male","NH White","Yes",52194.9957038236,2013
"11152","45-54","26","Male","NH White","Yes",137327.056212767,2013
"11153","55-64","26","Male","NH White","Yes",191473.527192388,2013
"11154",">65","26","Male","NH White","Yes",247413.644354385,2013
"11155","18-24","27","Male","NH White","Yes",552.144474411308,2013
"11156","25-34","27","Male","NH White","Yes",6284.27497613086,2013
"11157","35-44","27","Male","NH White","Yes",21282.4421726303,2013
"11158","45-54","27","Male","NH White","Yes",54449.7540506929,2013
"11159","55-64","27","Male","NH White","Yes",77787.6744790628,2013
"11160",">65","27","Male","NH White","Yes",109014.905565893,2013
"11161","18-24","28","Male","NH White","Yes",563.830583962457,2013
"11162","25-34","28","Male","NH White","Yes",8622.90902951964,2013
"11163","35-44","28","Male","NH White","Yes",16390.2453315166,2013
"11164","45-54","28","Male","NH White","Yes",32303.9474440612,2013
"11165","55-64","28","Male","NH White","Yes",44024.9035098513,2013
"11166",">65","28","Male","NH White","Yes",54005.729482863,2013
"11167","18-24","29","Male","NH White","Yes",2174.63166273599,2013
"11168","25-34","29","Male","NH White","Yes",7618.8495730574,2013
"11169","35-44","29","Male","NH White","Yes",33833.3409564176,2013
"11170","45-54","29","Male","NH White","Yes",80354.612124458,2013
"11171","55-64","29","Male","NH White","Yes",101945.274514401,2013
"11172",">65","29","Male","NH White","Yes",126076.633996828,2013
"11173","18-24","30","Male","NH White","Yes",639.953949169519,2013
"11174","25-34","30","Male","NH White","Yes",2085.9369645978,2013
"11175","35-44","30","Male","NH White","Yes",3669.60700238733,2013
"11176","45-54","30","Male","NH White","Yes",9619.39522096722,2013
"11177","55-64","30","Male","NH White","Yes",16284.7996055314,2013
"11178",">65","30","Male","NH White","Yes",23302.7872498229,2013
"11179","18-24","31","Male","NH White","Yes",174.818142150697,2013
"11180","25-34","31","Male","NH White","Yes",2444.88418805987,2013
"11181","35-44","31","Male","NH White","Yes",9766.12374701272,2013
"11182","45-54","31","Male","NH White","Yes",21559.2738957305,2013
"11183","55-64","31","Male","NH White","Yes",30738.8748514582,2013
"11184",">65","31","Male","NH White","Yes",44825.8557707237,2013
"11185","18-24","32","Male","NH White","Yes",0,2013
"11186","25-34","32","Male","NH White","Yes",2208.19985601933,2013
"11187","35-44","32","Male","NH White","Yes",6840.60289365257,2013
"11188","45-54","32","Male","NH White","Yes",25193.7486593745,2013
"11189","55-64","32","Male","NH White","Yes",32432.9595343936,2013
"11190",">65","32","Male","NH White","Yes",46795.4263390032,2013
"11191","18-24","33","Male","NH White","Yes",392.113919161516,2013
"11192","25-34","33","Male","NH White","Yes",2235.02118816639,2013
"11193","35-44","33","Male","NH White","Yes",6874.8996340714,2013
"11194","45-54","33","Male","NH White","Yes",21001.0666889998,2013
"11195","55-64","33","Male","NH White","Yes",27405.3732600263,2013
"11196",">65","33","Male","NH White","Yes",33736.8245020591,2013
"11197","18-24","34","Male","NH White","Yes",816.189838575508,2013
"11198","25-34","34","Male","NH White","Yes",10670.4695282953,2013
"11199","35-44","34","Male","NH White","Yes",21406.4746475355,2013
"11200","45-54","34","Male","NH White","Yes",79825.3657925202,2013
"11201","55-64","34","Male","NH White","Yes",122479.005028002,2013
"11202",">65","34","Male","NH White","Yes",166196.636121709,2013
"11203","18-24","35","Male","NH White","Yes",0,2013
"11204","25-34","35","Male","NH White","Yes",2101.4033859166,2013
"11205","35-44","35","Male","NH White","Yes",2975.32414381041,2013
"11206","45-54","35","Male","NH White","Yes",8727.47349040277,2013
"11207","55-64","35","Male","NH White","Yes",17161.2093502936,2013
"11208",">65","35","Male","NH White","Yes",30467.2824187593,2013
"11209","18-24","36","Male","NH White","Yes",8965.99100583696,2013
"11210","25-34","36","Male","NH White","Yes",26423.0352766846,2013
"11211","35-44","36","Male","NH White","Yes",47789.0212339529,2013
"11212","45-54","36","Male","NH White","Yes",176582.788178975,2013
"11213","55-64","36","Male","NH White","Yes",264986.455113643,2013
"11214",">65","36","Male","NH White","Yes",310891.444433145,2013
"11215","18-24","37","Male","NH White","Yes",588.737322954351,2013
"11216","25-34","37","Male","NH White","Yes",13869.1963268029,2013
"11217","35-44","37","Male","NH White","Yes",47374.1956899755,2013
"11218","45-54","37","Male","NH White","Yes",99755.4529642321,2013
"11219","55-64","37","Male","NH White","Yes",165898.983931957,2013
"11220",">65","37","Male","NH White","Yes",208968.952877168,2013
"11221","18-24","38","Male","NH White","Yes",31.2840000925003,2013
